"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message"
"0";"1";"None";"9897489756935593";"seed";"";"";"None";"None";"";""
"0";"2";"None";"702307214137048";"seed";"";"";"None";"None";"";""
"0";"3";"None";"372080251149600";"seed";"";"";"None";"None";"";""
"0";"4";"None";"501061271308802";"seed";"";"";"None";"None";"";""
"0";"5";"None";"440517183577304";"seed";"";"";"None";"None";"";""
"0";"6";"None";"3504967216230136";"seed";"";"";"None";"None";"";""
"1";"7";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Soy muy buenos. 💪"
"1";"8";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Gracias por la receta son ricos Los picarones ."
"1";"9";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"No amiga cuando empieza a preparar pone en un tazón agua con azúcar para que mira otravez"
"1";"10";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Se ven exquisitos pero mi madre los hacia de otra maneras"
"1";"11";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Acá en chile los picarones suponen  dentro de la olla y escriben en un plato 3 por plato"
"1";"12";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Se muy buenazos gracias 😊😊👍🤗 bendiciones 🇵🇪🇵🇪🥰🥰🙏 son muy delicios"
"1";"13";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Los picarones son.chilenos, la chancaca también son de origen mapuche"
"1";"14";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Riquisimo!!   picarones,, llegaron los picarones!  hummm."
"1";"15";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"deliciosos y mi tia Magna. Maria Nona tambien los hace riquísimos sus picarones"
"1";"16";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que rico, provecho"
"1";"17";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que delicia!"
"1";"18";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Lo felicito, muy certera la receta y bien explicada ya la anoté, muchas gracias."
"1";"19";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que delicia!"
"1";"20";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Porque no enseñas ha hacer un banco. Una silla, como tapizar, como cambiar un caño o reemplazar el toilet!! Porque los hombres peruanos son cocineros de corazon!!"
"1";"21";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que delicia y facil"
"1";"22";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Gracias por compartir la receta 😋"
"1";"23";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Muy ricos los picarones lo haré gracias 🙂"
"1";"24";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que buenos que están!! Son ricos los picarones."
"1";"25";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Desde que tengo uso de razón vi y escuche y comí picarones Peruanos !"
"1";"26";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Delicioso. La receta es parecida a la que preparamos, pero nosotros batimos la masa a mano. Voy a probar con la batidora."
"1";"27";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que 😋 😋 ricos picarona muchas gracias por compartir un abrazo."
"1";"28";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Gracias por compartir esta tradicional receta"
"1";"29";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Delicioso! Te amo! Gracias por subirlo 😃😋🤤"
"1";"30";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que delicia!!!🤩🤩"
"1";"31";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";"Que sabrosos"
"1";"32";"1";"9897489756935593";"offcut";"";"fetched (200)";"2023-10-04 21:13:10.393155";"Facebook:/<comment-id>/comments";"";""
"1";"33";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que ricos picarones provecho"
"1";"34";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que cheff🤩👍"
"1";"35";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que ricooo"
"1";"36";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que ricooooooo."
"1";"37";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Qué ricos 😋 bendiciones 👏 😘"
"1";"38";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"😍😍me encantan los picaroness"
"1";"39";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Tiene queserlo rebirun ratito para que quede padito y bandito"
"1";"40";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Y no explicó porque hizo el agua con sal,se que para mojarse las manos pero no entendí porque con sal."
"1";"41";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Se ve exquisita. Gracias por su receta.x👍👍🥰🥰"
"1";"42";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Aa la se d otra forma y me kedan riquísimo 🤤 pero igual gracias x compartir su receta"
"1";"43";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que ricos."
"1";"44";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Excelente muy"
"1";"45";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Los picarones son chilenos"
"1";"46";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Gracias por compartir tus enseñanzas no lo conocía lo voy hacer se ve de diez"
"1";"47";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Chevere riquísimo y a comer"
"1";"48";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Q riquísimo 😋"
"1";"49";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Mi madre chilena los preparaba exclusivamente  para semana santa ."
"1";"50";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Flor López Quichimbo  amiga mañana preparamos"
"1";"51";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Son muy buenos"
"1";"52";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Ma miel muy aguada pero la preparación me pareció super práctica con esa batidoras..."
"1";"53";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Esta muy rico"
"1";"54";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Ufff deli!! Graciasss!!"
"1";"55";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que delicia! Hugo, yo quiero!"
"1";"56";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Bien explicado así se hace, los ricos picarones Peruanos"
"1";"57";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";"Que delicioso me antoje 😋🌷"
"1";"58";"1";"9897489756935593";"offcut";"";"fetched (200)";"2023-10-04 21:13:10.817383";"Facebook:/<comment-id>/comments";"";""
"1";"59";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:11.188809";"Facebook:/<comment-id>/comments";"";"Honestamente crecì con miel de hoja de higo para los picarones."
"1";"60";"1";"9897489756935593";"data";"data.*";"fetched (200)";"2023-10-04 21:13:11.188809";"Facebook:/<comment-id>/comments";"";"Carmencita Chanita Basilio para preparar amigui!!!!"
